neo4j_cypher_p_100,neo4j_gremlin_p_100,titan_bdb_untyped_p_100,titan_bdb_typed_p_100,neo4j_cypher_p_1k,neo4j_gremlin_p_1k,titan_bdb_untyped_p_1k,titan_bdb_typed_p_1k,neo4j_cypher_p_10k,neo4j_gremlin_p_10k,titan_bdb_untyped_p_10k,titan_bdb_typed_p_10k
1603785,575120,1215708,1097773,20515221,681258,1076944,1032917,39749783,37376864,3067778,6068854
986297,513584,706101,791496,23426136,604161,1569709,1519818,24694164,605072,629583,1041793
1179436,498104,811901,918209,17384989,596206,1387962,1352926,14587268,878087,707251,1174599
579975,484728,455553,447417,21674503,689560,7925471,1060476,21098407,762787,543284,966028
589218,431466,435985,422777,14524482,429974,746093,487163,21888201,968932,1387528,2216952
898415,489881,690147,788704,946248,400552,557944,556283,14538020,997671,883819,1687119
326191,417931,403556,546388,25471199,559156,1071136,959599,19757297,673406,539555,1055586
243305,363385,459462,450275,20189163,406052,829745,525301,17900376,1161445,2138290,3635258
588070,430916,571152,649497,17393096,347413,486166,378807,20358432,639894,993960,1290114
729868,399594,510992,558391,19145672,460459,1030267,4916189,19201266,408908,661565,849306
1082015,493320,849004,936069,16336076,685750,1652720,1776256,14968301,496162,835404,929478
872961,461840,699952,819436,20291259,448287,488203,512446,22167777,483265,868053,1040103
5312406,942284,1947694,2261864,14128804,358712,385260,361002,16787507,1169197,2218854,2280138
1524492,596184,857227,1124563,19284176,535245,1009465,894506,27776215,690352,1173433,1538726
18388839,777991,736292,908186,28356848,479744,701967,678788,14659099,871643,789673,1385027
952064,775554,726492,1074416,16230935,551330,1302487,1225692,20519259,690384,573774,1106685
3658736,931006,848445,946639,24524948,371216,628697,725237,25868128,520327,539219,1062898
1326314,694789,483545,495407,14145973,333909,469259,502115,14372943,704880,1110657,1568648
1332237,797813,471197,468233,23890870,310830,376645,370916,23198434,803051,1699878,1711588
962241,747840,416198,424053,27315627,587116,1541494,1393244,13934687,500532,487102,475618
2492421,992949,908363,926359,15308620,449473,1087362,875059,20916481,496283,701400,725188
1048448,780260,543604,523026,23139055,436541,1025736,934681,22079978,564044,853359,859167
16551632,883648,621189,598038,14763952,449159,448045,445929,13972153,537761,734027,511710
674453,878281,576479,546677,19645030,483254,770851,729220,21811824,596312,495134,460749
918164,901589,815303,700543,15432513,491045,983682,1063286,14990294,778953,993619,873116
2289346,735573,399448,383418,20050470,512751,1014840,1132702,21483977,1207533,1050053,1008586
19721684,862764,732292,804357,21186553,743375,1288936,1452835,14170831,808870,685539,659971
521678,893595,538712,615307,15949793,664955,1657326,1758986,28847376,660819,438833,445652
911616,856943,846637,834146,21079239,476374,917139,976836,19527627,653294,646955,627718
18813035,871225,394098,382822,426736,362358,526190,684400,14826306,566640,586138,586041
1215713,946796,801187,844784,1098303,463649,1174255,1278913,19874568,603761,886887,829964
1139308,821250,766673,746113,15714913,502663,1035172,1173887,14203990,685315,1006929,872726
1117168,876292,854624,831499,18445125,627675,593653,898730,21005932,619447,948486,855849
787552,757126,686014,670926,19234272,556362,870503,1377308,20439506,523959,429262,401421
632272,930828,467500,475529,14832479,396477,741448,976864,15369540,599720,1360851,1146060
1008396,815886,762809,728363,29000454,482524,835705,905004,21058040,637418,1094854,909838
1080091,556709,788706,766002,15183285,453442,695914,657100,15539390,545161,591202,502514
587725,418720,470490,506783,18527502,363271,429784,405470,21205001,802111,974972,858239
15518539,477969,782827,924298,20790773,468256,906252,826142,14341237,605674,816573,707935
23661793,8302061,1002750,1040188,15025539,500986,1165324,971993,21386928,492408,689916,598870
1637940,1006349,888569,855218,19491426,520560,783218,748819,20626695,1225696,666844,551575
754470,395951,688329,643482,2133240,564138,1224434,1092520,19321924,1707020,4231655,17130966
4155909,631059,1509306,1525743,14911660,438619,761614,577833,21633386,831480,880163,1161962
1087830,390225,754092,752062,20356647,464354,1125016,703814,18511566,1537534,21431478,4741617
722903,378402,523614,505096,18920740,366854,557171,432833,25954751,771889,1263457,855818
1158346,386604,867951,739879,1736419,569762,1126879,944025,19101278,930731,1440028,927834
1079912,361863,903457,709119,15462370,375750,828640,436359,13968339,569830,787925,563754
1177337,554507,958940,737674,18965504,378206,643780,558796,22797431,765824,1933419,1753493
524599,452742,573621,550706,16324296,575472,1095564,1125537,15133691,651400,652976,611070
786017,504021,673978,633772,19321981,574190,557107,651532,19340776,524415,511990,530710
592477,484707,475619,460590,14602613,511040,697253,678024,22550533,556642,1038438,1054983
2787575,693448,4412111,1104555,20712699,451052,717507,695658,13973829,441200,610898,760073
20606762,355602,583829,376329,18594366,369264,511255,479928,25509824,1813054,4384732,4189051
892430,369015,529398,549952,16435128,810463,1332586,1089997,14744222,597349,578388,577025
630382,336397,559029,2211411,19162262,576265,1255908,947945,20460960,597527,546202,877488
1149183,405241,835166,1094064,14675628,564292,763381,705945,23350210,500056,701582,686500
15619467,360278,405954,405023,18970413,440352,550373,519338,14438465,466260,724509,749220
15824513,310445,357959,363739,20117860,621425,1001088,910833,23527858,579074,811353,791108
641665,332014,486679,496160,14730715,487283,402838,398323,15114524,633455,871430,871841
1162535,373563,714492,722660,18819720,617562,445815,465013,23370658,1340297,1783801,1709860
266452,303895,457592,374896,16308959,560946,1100837,1086630,21270780,818425,979778,909975
18911248,380550,993859,770841,20616657,634622,1754592,1394424,23223952,1700421,1843982,1842030
1023847,342752,834259,743253,19678209,444636,681079,638309,20619575,946292,877178,901301
1744395,419315,996139,1150347,14697398,462324,647303,553685,19368840,1534984,4201310,4164189
16606860,323415,528968,609296,25049640,497483,1084321,1098424,25050054,1247349,1071327,1079741
190278,302165,335320,357761,15695760,365729,572400,658262,22181623,782799,714454,758485
881770,344498,525845,561548,23367208,469867,994151,1075925,15249687,469586,481608,487544
23593764,391636,821240,936652,19789881,529920,1184870,1365403,25561508,1396957,6120655,3953524
882495,359158,725412,858867,15930845,505737,1352815,1355784,13569139,658965,1184335,710745
1111836,366035,908440,1125003,20451347,561963,1108306,1086459,25111644,541024,733656,558317
597334,327441,440245,552617,14093405,367741,380219,459200,23169667,863645,1254154,1123108
969771,366447,681259,951684,20649371,420444,773130,913564,14149447,604067,561654,561563
179697,295263,351219,466789,15532712,401802,774424,801262,20196812,462303,591384,615437
574569,323346,471708,534685,21947726,357275,610774,686526,14734426,693393,1204829,1181204
1454252,360799,748845,787694,1038993,413482,708469,809748,23348756,839025,1438237,1363461
592349,338372,570803,544684,18613749,435702,744120,857610,14779468,626672,1133900,679019
587583,326308,672742,527300,15700324,522326,1203431,1307166,20535242,505219,587050,572685
206947,300252,574662,341990,19205104,398477,622805,782845,25425146,1549804,4748358,4236265
18346304,365879,903610,662885,28377297,342360,376897,486371,15084889,1129757,1011139,955727
15647644,333265,660673,476913,21237164,364941,620183,714724,20811989,610007,451895,462536
543641,340599,611908,496035,19991246,402589,773342,924166,14117884,752664,796916,770968
359926,312400,481103,420584,15315642,384329,729072,903259,24673011,441262,405364,394083
1283146,427103,970182,826567,20210435,466999,1046231,1149532,20494118,452201,611715,581503
1110907,366265,757206,685014,15050572,435011,992365,1153202,15564660,944348,1562686,1594901
1070413,351727,704858,679473,26163342,319358,420012,517228,21329485,996276,497557,654563
758446,399317,688608,739785,14803068,353424,553120,639436,19568892,2757482,4639824,4341751
729875,380632,766025,673010,18352434,437100,476144,557729,22686469,1010404,908685,822842
679913,383080,825877,593669,19151480,342385,488822,577848,31921749,913007,536097,512035
213397,299192,453476,335410,14380220,355664,4747194,534479,15400025,1007006,1828770,12038704
497705,339180,554847,478237,20519402,465114,1043008,832002,25776279,3214353,2159139,2374453
1973948,399061,972473,873094,15541466,381645,611549,681977,15001521,1300244,1023945,1010101
600203,320467,473327,412908,1106679,345722,635551,771536,20656430,569220,583888,585966
295272,311186,382891,369075,20142692,455034,724979,7174657,22174030,1075381,1253309,1178057
281210,310682,366917,381101,18885586,323549,557276,665436,15290768,563605,15464478,460973
1092519,382503,747987,732572,16777090,442671,957033,1025356,28184890,484461,474351,419058
678328,323564,493170,497969,21045041,455479,1115717,1158110,15322823,571304,543567,524319
458247,310513,372145,372430,16310566,484773,1544626,1446874,23059324,1008759,1215347,1168683
22026321,418520,993064,890901,18970870,364409,597359,624724,21036866,1005717,828231,780322
523510,319828,609214,461607,21922331,616619,1800831,1774477,26822646,881934,853625,821633
853137,354937,737540,736818,1073704,370068,974953,907632,22235301,556498,500848,615053
285827,310612,403861,503443,14991375,354802,790249,787713,18171686,767092,793697,1094861
742353,347275,533090,589665,20705377,363436,641467,735250,26088288,1381560,1704560,1934664
5146304,1158366,1946510,2030891,14079607,300689,440173,529339,14197667,6794584,864585,970744
1285835,700790,819455,868647,19218043,343266,595279,509820,21716988,871593,686769,1137453
790415,547356,533727,524233,17651403,528280,1887636,1447580,25172952,683222,613214,968698
19271982,344238,355584,350386,19233283,416102,921335,666547,14774309,885755,1345664,1410668
865989,353600,484590,483330,463859,340060,555188,528869,21026430,922820,1767792,1588812
1262923,411266,796967,779141,22038370,381814,986204,868020,14035805,554222,617603,746089
1892754,426310,892239,886206,17141480,332561,578354,574906,19725846,605860,583478,623873
314657,316928,411822,391172,27321313,429145,626923,719907,13703535,655828,652613,625590
528534,312567,373587,380515,15591166,425889,702813,786538,20791108,929257,1575014,1571282
660248,341051,605004,596972,18777713,355366,369808,583161,26841766,679645,1303815,1269024
1211895,365754,835483,765395,19832626,430466,700891,921950,13493795,572494,382035,425923
16946464,395680,852430,817458,15775855,515171,1020808,1207834,23554422,1581656,949443,1092039
864064,336922,544136,529774,19456952,459218,430242,469565,16288664,1224476,1855698,1953200
1251370,365201,759994,732182,15582769,568625,612579,545055,19791841,943202,922114,1013377
938819,348821,529565,517661,18284097,355235,540839,527469,19278857,799684,697664,719557
20245909,350206,504233,499627,14854991,421438,976843,810821,17608883,654707,659118,788347
1756965,404650,903684,886363,18801009,370141,681113,656514,24986723,838809,1041914,1056658
1245133,376769,779397,753234,23901304,806848,2186732,2069925,15731058,887453,1492618,1582685
1494073,392158,788404,796655,19397736,860730,2393932,2368665,18240321,461308,516210,544145
1426547,381698,852057,820596,18312024,394525,423885,546252,20305097,706226,762686,716667
274747,304996,372153,375543,19807512,615077,957954,998936,19778868,1442407,4357275,4184763
1689516,393732,872991,913291,15870724,400985,730246,908936,22047602,664104,787699,742890
297073,294849,317694,407246,780066,347670,502067,493173,15706869,675276,1030450,1091423
17877738,308486,366242,599947,19182336,384440,649760,649633,1593365,587296,843360,974523
738363,330815,497049,995945,13806326,297175,313939,316345,24211100,681761,1572637,1664125
1236330,370625,773685,1622514,18978191,415508,715728,725128,22064073,628531,1134594,1184937
16064786,365791,851349,1400469,14481763,319152,393050,410929,16726343,524533,485562,519751
1114907,360618,805347,1442423,18767795,443311,890986,821867,19665920,437487,526452,504606
1613290,402770,880996,1778128,26573521,455641,984028,924674,21144883,1806387,5305442,5089470
861604,360764,694405,1531133,14187566,323781,444704,438228,21408884,882760,1203112,1138586
2094112,461330,887533,1598453,24537383,392197,673064,689440,20563956,476797,375941,397384
328437,341709,378589,566797,29839321,1329206,4288200,4072287,18778320,377525,459554,442357
706886,345657,564475,599939,14180225,367954,520122,514428,20524236,864669,1152406,1286568
354673,322243,564419,781084,23818266,323362,327825,327679,15904205,578224,958881,1208070
23038270,414940,997973,1077238,19183313,330794,446396,436601,19858759,705611,1287921,896654
1946726,381384,853925,956204,22057965,400633,694111,677972,20817407,703321,1053762,1007460
20655911,328825,456953,592194,16099763,506358,704773,680136,19149431,967911,939949,1223359
1164858,347052,667360,832391,20594667,353000,366956,370969,22425834,1121569,934092,1059560
305622,312701,368346,434255,17652435,324531,427715,457033,15424665,850836,950852,954650
1605840,420297,876524,987801,17288104,490426,1401474,1350497,21580129,736391,1010436,1216478
14962010,443409,544630,576690,20369742,416148,765392,760399,14292366,731139,899398,936944
996890,558991,518670,510243,14260210,334938,571456,482056,20094239,562872,1094444,995094
1204669,663129,4900370,797900,21152182,473112,1172210,964687,19157507,549564,737154,677401
344030,515275,2191153,434858,19584640,395863,736645,652148,14581263,455937,735490,518318
18646495,610036,726764,690193,15818160,458908,1250585,1187678,25378258,636674,895169,760343
19326326,528781,1923516,576918,19252577,316004,351646,342727,13736351,503177,892164,526673
1112688,579741,2415831,731706,13988605,312349,387608,386040,18826290,1005509,1347079,1173206
1143344,571299,2507320,2940954,21413945,399611,766382,708787,21620547,902328,2153122,1402645
16339045,653110,795546,843170,21817192,423338,1141999,1052347,24520359,888991,2986788,2990063
408753,483775,390134,408183,13917718,301541,342668,353008,20206397,610737,935014,854499
857356,543653,694374,709912,19200326,438120,1198157,1151537,15830510,618193,943502,950442
724180,535480,668174,658672,16133721,497658,1417342,1391075,21027569,417144,485664,426635
1672629,594887,852377,866325,21545979,642229,1674834,1637361,13892531,482984,611848,11571603
2401813,682057,1002727,999180,21420839,463228,958753,907993,26823442,430253,455314,447652
1257138,601400,829482,832735,29236173,484365,1114116,1075460,26868877,466818,630141,593622
1759984,597575,921205,872752,23277735,448995,1007070,970364,15442682,792017,721023,660866
1023921,538271,597412,586322,15993303,351287,622250,606010,22335238,710510,1476288,1197420
1145581,562614,751733,742713,19736562,372530,600412,589662,15234390,949199,1258136,1049266
1171572,512940,765363,756600,21462717,363710,602311,556755,21284810,1033899,891173,862084
2271983,438910,1020640,985728,18668240,329385,451238,429515,21941600,1027413,12032687,1591778
1229218,399867,815601,786444,754660,336526,490366,475607,15344246,851193,1052121,950342
1544070,419494,911243,906203,19377084,323084,389504,385435,25328701,1454711,4220446,3974441
247492,303746,370693,363164,16789819,340864,487132,476981,14557662,608175,786604,782223
18329380,354208,600092,579015,31888049,471322,5497383,1127818,49925605,32105563,7170762,5992570
2036689,430477,904716,809849,1468770,384780,958408,4762915,21649926,1604923,1601750,1754396
2137166,404311,1015736,919771,31772901,590932,1257249,2209758,14032257,1022139,672672,786571
700209,541156,794014,776050,36719358,388738,1027003,1705759,18721512,939429,675786,827050
436978,417427,565522,530461,34245011,426186,825101,1461284,23016167,578193,624667,775892
1130959,398621,875941,858897,19170322,402507,875161,1736558,20822047,1047660,1509991,1549616
1576129,413791,815117,814968,19028611,372316,719051,1443743,20149240,650877,531410,589519
2321980,723916,1061732,1187533,14197347,364041,465750,811515,13738800,558718,492083,597515
768189,546022,529711,729770,18299948,344128,314767,618087,19330785,693724,976924,984995
1134634,517033,756130,888858,18799895,460767,826937,1569279,21307250,758023,662369,750714
501646,373958,496658,453127,14215187,381207,506270,1133124,16530317,1732455,1397007,1259531
322625,371689,407382,366827,18894389,488362,791375,1226928,21892487,1331682,1082980,1676192
722555,409847,740433,680276,15057299,477549,811190,973675,22689060,1913344,2462882,2838811
2038611,471408,1166653,956206,24047316,427543,583302,677039,18868727,747666,493927,617174
452075,353224,586137,446602,2051761,526149,970390,988105,18924279,568910,606214,621480
27738607,494087,1064305,834516,26172851,737966,1708862,1786666,13921637,753240,819774,835558
898012,532727,794923,563490,398701,414408,400146,436016,18213024,617229,659116,741124
16597103,673284,522760,398654,15904471,508151,771468,782553,17677131,1209067,1339684,1372997
196232,556095,365276,346843,1206241,510548,843828,876873,28873674,863801,579636,616566
755643,523236,451927,396951,18957187,504950,565150,597708,27320323,1792516,1925040,1960528
1823284,614417,720423,465014,14601282,492222,778771,835165,15128389,1084817,986215,1018775
1439338,773133,1777839,781744,18175292,594136,403111,382673,19267413,584622,475419,460684
647186,697625,1461480,671644,14099512,639095,396950,468079,14155234,646575,639112,667575
2264715,1047800,3917601,1023199,17978303,386828,325128,349515,28289467,625479,868462,860056
918025,671315,1184009,534280,20029946,497881,602885,627639,28429191,1479114,4157609,4065679
286805,579710,851504,405263,15216328,837867,858454,808135,16461433,561746,463245,477474
643569,665710,1291196,544349,19524056,727402,527604,540757,22220702,483141,580614,595016
1461441,962029,1160526,758813,15935169,681885,812317,788566,19222557,1470724,3952639,4060300
1220021,783777,1662169,783861,356468,563068,473949,470525,26972532,1502018,3197719,3050135
188317,512222,740412,322506,14512125,2508576,4319843,4114024,21654810,1114991,1495598,887842
285475,361832,676486,371063,14262566,761518,726017,472668,13780535,891249,697541,526517
995960,405896,1116135,598305,21329015,912839,1003464,842552,23833377,1253392,1319232,1178110
870155,444537,1235139,870857,15167817,848046,782928,655858,14184062,939471,1071746,860561
817291,455484,729561,713062,21209985,1140899,928467,764499,19956862,993742,869134,694959
1674152,481116,985132,892943,20303014,902395,935973,620566,19380880,577692,538401,429847
15044404,400522,796841,656785,14681111,990167,736432,655334,14418925,708407,785922,606468
1496578,406231,938290,834503,18281238,860610,814795,694737,21093008,568627,716671,631428
1315595,381083,885535,806562,14003832,811563,699042,454528,13992859,506050,809028,701987
1104698,583330,810531,761743,18068232,834500,831625,545374,18554664,490784,823926,749603
784934,527498,560362,525473,14070348,714512,771123,563160,15294406,651283,1084588,12829589
335250,409956,459770,419567,18449064,697936,487377,332065,20311534,913264,1770309,1951564
2446821,462754,1060813,984857,18856583,750381,674311,560135,25417864,2295478,13946144,4205413
369152,303520,403178,383280,15004386,1027054,1431722,1180130,17954562,1029355,783949,720576
281313,325729,475036,387853,17981187,559182,1063259,842938,25098478,9797719,1012466,991514
257343,379461,458915,362773,14157330,420700,890706,737075,22741097,1045417,1069186,949594
3813597,446084,1026610,829436,192399,407136,463365,360067,14501022,773386,1206460,640949
15312753,291833,415015,375397,18559766,337132,493149,376177,20285825,505846,608752,464797
908813,351739,541560,494232,23296436,546035,1073382,1402084,14588404,685737,925526,861993
745337,320018,673775,725217,18549834,447512,778477,1025355,29991513,686689,739192,672487
23414484,378964,915883,1000010,26510823,557331,1333773,1306085,17653426,3304825,1037850,967068
1239490,357670,805231,854124,14720237,467509,876027,772074,22962115,558284,480122,448483
880268,328805,627508,556183,17403780,345568,433510,416606,19294318,470538,439158,444794
15521124,350919,847223,780052,15554865,447242,844621,780000,14525834,930837,866728,839577
233972,279420,356564,341988,390493,340022,453001,364872,21197944,880567,466144,465024
16355856,272733,597670,399046,19239660,517552,889145,724623,13995597,1285100,817846,805418
947107,332383,1313789,758708,29830165,9777351,3328488,2970289,21089602,887461,715077,731720
15512984,303362,920816,539574,15943586,658757,1530781,1286344,20121295,780568,562413,575634
2037549,269321,797505,414008,18735859,456291,641327,680499,13456369,902033,540441,500818
769281,309802,983098,577700,18785878,416551,666955,673125,21050227,951508,690363,681969
446118,329029,860426,476304,16400288,516049,831298,852099,15200692,1105061,1587599,1519976
652939,316915,907503,515217,22219189,573124,1220634,1240308,19254341,1169516,811679,796867
330489,280762,668306,411935,15718891,578633,1185202,1150671,14331589,1145558,962440,933853
583354,310302,577832,487618,23618511,556184,986734,960733,19677465,1642271,1013075,860227
15375830,343983,887192,763147,18527609,454923,588331,607057,29196186,1286724,1733208,1462786
465285,310909,531256,461091,14401230,466882,572174,612129,13950771,876846,595627,579151
2028264,403964,963465,899512,18516839,604235,839469,764908,22474937,1688431,1714717,1930804
868978,322892,854048,797728,14631828,1018653,674952,637879,13848213,799933,651493,822826
1291507,366763,4089614,955807,10496759,2618638,4362680,4030112,21099531,1639811,947157,1033163
624006,300108,921111,543734,1048683,743852,902853,867888,1135238,921139,844464,881406
1651514,362256,1106606,1472712,18811328,643422,923309,867128,21199282,2299751,1719575,1069851
23271982,356256,916030,1390849,18034844,504150,6033539,5279406,13998237,750886,1496591,788517
415240,275414,498187,448918,14334590,481923,2567408,778203,20336201,552419,1181017,615062
7761838,611711,3722850,4296421,17555521,767168,1887816,663673,13566306,473618,958191,568152
472690,292076,552830,622788,16304029,1016563,877087,782596,29937647,632819,1325029,800484
1823623,378708,895898,1127132,19084093,898970,678925,651909,19420066,433646,586421,364429
17538543,269418,360204,588286,19439435,842957,741265,751350,13439881,341217,574015,404371
685596,298173,608710,878696,14662567,716884,729330,680246,20188822,399146,927221,707405
5034473,730443,1929745,2404545,25078898,715402,920095,860291,14031237,717541,1463010,852189
20817901,308463,367089,475641,18120064,667248,605625,580924,21112999,8110606,1776171,1076647
1641665,353327,858500,865043,29679182,616512,544793,539533,14409417,555681,841561,548713
1703646,353724,879610,858448,19287948,615780,734809,663002,18284773,663068,1361212,896157
19831677,431803,1006130,1002161,14610347,468661,437954,364004,19850080,1605384,1019604,748253
503893,351002,474015,484253,1514035,718803,1091504,1003855,15054973,733806,735880,673916
1753624,383577,990561,873826,19443439,695087,1140975,1060585,20382609,892047,1636015,1682678
1116469,339225,719869,586179,18319468,598828,877032,850577,15432004,762438,1644126,1731402
2187995,383515,1170080,1002060,21123641,593039,745036,977883,19034095,692267,1036218,1018937
19947157,338043,896024,789744,16136521,639157,684274,1291236,19503745,499689,521080,509531
885216,307527,568057,503447,20014872,647789,440089,693778,14288156,730144,767753,771581
442155,309451,414215,361847,18981072,492934,403426,659954,20856197,492110,530533,515980
2740252,407881,831666,752078,15102302,454764,768333,1260217,13789966,427506,541479,605397
2700515,370555,951492,821383,19423843,510584,944788,1585903,20906117,653111,1684298,1729742
2358802,352992,896639,763901,16680459,613655,1699564,3006177,19930989,688153,1438180,1073043
2134879,359729,956534,1471847,232661,326278,460335,876315,14675343,899819,1622119,1004649
